Pacman position: (12, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, True, True, True, True],Ghosts positions: [(5, 6), (5, 12), (13, 6), (13, 12)],Ghosts distances: [11, 9, 5, 3]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 3), (19, 5), (18, 17)],Ghosts distances: [None, 12, 19, 19]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (19, 6), (17, 17)],Ghosts distances: [None, 13, 18, 18]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (11, 3), (19, 6), (16, 17)],Ghosts distances: [None, 13, 18, 19]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 3), (20, 6), (16, 18)],Ghosts distances: [None, 12, 19, 20]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 4), (19, 6), (17, 18)],Ghosts distances: [None, 11, 18, 21]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 3), (19, 6), (18, 18)],Ghosts distances: [None, 12, 18, 21]
Pacman position: (5, 10),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 4), (18, 6), (18, 18)],Ghosts distances: [None, 11, 17, 21]
Pacman position: (5, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 4), (17, 6), (18, 18)],Ghosts distances: [None, 10, 15, 22]
Pacman position: (6, 9),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 5), (16, 6), (18, 18)],Ghosts distances: [None, 8, 13, 20]
Pacman position: (6, 8),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 6), (16, 6), (18, 17)],Ghosts distances: [None, 6, 12, 22]
Pacman position: (6, 7),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 6), (15, 6), (18, 18)],Ghosts distances: [None, 5, 10, 22]
Pacman position: (6, 6),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (10, 5), (15, 6), (17, 18)],Ghosts distances: [None, 5, 9, 23]
Pacman position: (7, 6),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (9, 5), (16, 6), (17, 18)],Ghosts distances: [None, 3, 9, 23]
Pacman position: (8, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, True, True, True],Ghosts positions: [(1, 1), (9, 6), (17, 6), (18, 18)],Ghosts distances: [None, 1, 9, 21]
Pacman position: (9, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (18, 6), (17, 18)],Ghosts distances: [None, None, 9, 19]
Pacman position: (10, 6),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (19, 6), (17, 17)],Ghosts distances: [None, None, 9, 17]
Pacman position: (11, 6),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (18, 6), (16, 17)],Ghosts distances: [None, None, 7, 17]
Pacman position: (11, 7),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (18, 6), (16, 18)],Ghosts distances: [None, None, 8, 17]
Pacman position: (11, 8),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (17, 18)],Ghosts distances: [None, None, 8, 16]
Pacman position: (11, 9),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (17, 18)],Ghosts distances: [None, None, 9, 15]
Pacman position: (11, 10),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (16, 6), (17, 18)],Ghosts distances: [None, None, 9, 15]
Pacman position: (11, 11),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (16, 6), (18, 18)],Ghosts distances: [None, None, 10, 13]
Pacman position: (11, 12),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 6), (18, 17)],Ghosts distances: [None, None, 12, 11]
Pacman position: (12, 12),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 5), (17, 17)],Ghosts distances: [None, None, 12, 11]
Pacman position: (13, 12),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 4), (18, 17)],Ghosts distances: [None, None, 12, 10]
Pacman position: (14, 12),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 3), (18, 17)],Ghosts distances: [None, None, 12, 10]
Pacman position: (14, 13),Legal actions: ['North', 'South', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (18, 3), (18, 18)],Ghosts distances: [None, None, 14, 9]
Pacman position: (14, 14),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (18, 4), (18, 18)],Ghosts distances: [None, None, 14, 8]
Pacman position: (15, 14),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (19, 4), (18, 18)],Ghosts distances: [None, None, 14, 6]
Pacman position: (15, 15),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (18, 4), (18, 17)],Ghosts distances: [None, None, 14, 5]
Pacman position: (16, 15),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (18, 4), (18, 17)],Ghosts distances: [None, None, 13, 4]
Pacman position: (17, 15),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 4), (18, 17)],Ghosts distances: [None, None, 11, 3]
Pacman position: (17, 16),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, True],Ghosts positions: [(1, 1), (3, 1), (17, 3), (18, 17)],Ghosts distances: [None, None, 13, 1]
Pacman position: (17, 17),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 3), (7, 1)],Ghosts distances: [None, None, 15, None]
Pacman position: (18, 17),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 3), (7, 1)],Ghosts distances: [None, None, 14, None]
Pacman position: (19, 17),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 3), (7, 1)],Ghosts distances: [None, None, 15, None]
Pacman position: (20, 17),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 4), (7, 1)],Ghosts distances: [None, None, 15, None]
Pacman position: (20, 16),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 4), (7, 1)],Ghosts distances: [None, None, 14, None]
Pacman position: (20, 15),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 4), (7, 1)],Ghosts distances: [None, None, 12, None]
Pacman position: (20, 14),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 3), (7, 1)],Ghosts distances: [None, None, 12, None]
Pacman position: (20, 13),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 3), (7, 1)],Ghosts distances: [None, None, 12, None]
Pacman position: (20, 12),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 4), (7, 1)],Ghosts distances: [None, None, 10, None]
Pacman position: (20, 11),Legal actions: ['North', 'South', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 3), (7, 1)],Ghosts distances: [None, None, 10, None]
Pacman position: (20, 10),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 4), (7, 1)],Ghosts distances: [None, None, 8, None]
Pacman position: (21, 10),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (17, 4), (7, 1)],Ghosts distances: [None, None, 10, None]
Pacman position: (22, 10),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 4), (7, 1)],Ghosts distances: [None, None, 10, None]
Pacman position: (23, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 4), (7, 1)],Ghosts distances: [None, None, 10, None]
Pacman position: (23, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 5), (7, 1)],Ghosts distances: [None, None, 8, None]
Pacman position: (23, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 5), (7, 1)],Ghosts distances: [None, None, 7, None]
Pacman position: (22, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 6), (7, 1)],Ghosts distances: [None, None, 5, None]
Pacman position: (21, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (20, 6), (7, 1)],Ghosts distances: [None, None, 3, None]
Pacman position: (21, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (20, 5), (7, 1)],Ghosts distances: [None, None, 4, None]
Pacman position: (21, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 5), (7, 1)],Ghosts distances: [None, None, 5, None]
Pacman position: (21, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (20, 5), (7, 1)],Ghosts distances: [None, None, 4, None]
Pacman position: (21, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (20, 6), (7, 1)],Ghosts distances: [None, None, 3, None]
Pacman position: (21, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 6), (7, 1)],Ghosts distances: [None, None, 4, None]
Pacman position: (20, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (20, 6), (7, 1)],Ghosts distances: [None, None, 2, None]
Pacman position: (20, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (20, 5), (7, 1)],Ghosts distances: [None, None, 3, None]
Pacman position: (20, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 5), (7, 1)],Ghosts distances: [None, None, 4, None]
Pacman position: (20, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 5), (7, 1)],Ghosts distances: [None, None, 4, None]
Pacman position: (20, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (20, 5), (7, 1)],Ghosts distances: [None, None, 3, None]
Pacman position: (20, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (20, 6), (7, 1)],Ghosts distances: [None, None, 2, None]
Pacman position: (20, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 6), (7, 1)],Ghosts distances: [None, None, 3, None]
Pacman position: (21, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 6), (7, 1)],Ghosts distances: [None, None, 5, None]
Pacman position: (22, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 6), (7, 1)],Ghosts distances: [None, None, 5, None]
Pacman position: (23, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 6), (7, 1)],Ghosts distances: [None, None, 7, None]
Pacman position: (23, 9),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 6), (7, 1)],Ghosts distances: [None, None, 8, None]
Pacman position: (23, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 6), (7, 1)],Ghosts distances: [None, None, 9, None]
Pacman position: (22, 10),Legal actions: ['North', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 6), (7, 1)],Ghosts distances: [None, None, 7, None]
Pacman position: (22, 11),Legal actions: ['South', 'East', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 5), (7, 1)],Ghosts distances: [None, None, 9, None]
Pacman position: (23, 11),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 5), (7, 1)],Ghosts distances: [None, None, 10, None]
Pacman position: (24, 11),Legal actions: ['South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 5), (7, 1)],Ghosts distances: [None, None, 11, None]
Pacman position: (24, 10),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (20, 5), (7, 1)],Ghosts distances: [None, None, 9, None]
Pacman position: (24, 9),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (20, 5), (7, 1)],Ghosts distances: [None, None, 8, None]
Pacman position: (24, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (20, 4), (7, 1)],Ghosts distances: [None, None, 8, None]
Pacman position: (24, 7),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (20, 4), (7, 1)],Ghosts distances: [None, None, 7, None]
Pacman position: (23, 7),Legal actions: ['North', 'South', 'East', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (20, 5), (7, 1)],Ghosts distances: [None, None, 5, None]
Pacman position: (23, 8),Legal actions: ['North', 'South', 'East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 5), (7, 1)],Ghosts distances: [None, None, 7, None]
Pacman position: (22, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 5), (7, 1)],Ghosts distances: [None, None, 7, None]
Pacman position: (21, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 5), (7, 1)],Ghosts distances: [None, None, 5, None]
Pacman position: (21, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 5), (7, 1)],Ghosts distances: [None, None, 6, None]
Pacman position: (20, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (18, 6), (7, 1)],Ghosts distances: [None, None, 4, None]
Pacman position: (19, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 6), (7, 1)],Ghosts distances: [None, None, 2, None]
Pacman position: (19, 8),Legal actions: ['East', 'West', 'Stop'],Living ghosts: [False, False, False, True, False],Ghosts positions: [(1, 1), (3, 1), (19, 6), (7, 1)],Ghosts distances: [None, None, 2, None]
